'HeardPhone','P','B','T','D','K','G','JH','CH','F','V','TH','DH','S','Z','SH','HH','M','N','L','R','NG','Y','W','ZH','IH1','IY1','EY1','AY1','OY1','EH1','AE1','ER1','UH1','UW1','AW1','OW1','AO1','AH1','AA1'
'NG',4.43136698809e-06,4.39429093721e-06,4.37592714956e-06,4.35767822904e-06,4.35767822904e-06,0.00419654784504,4.33954321968e-06,4.33954321968e-06,4.39429093721e-06,4.35767822904e-06,0.00210933068633,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.35767822904e-06,1.7641973784e-05,0.00625328177956,0.0146462281696,4.37592714956e-06,4.35767822904e-06,0.785191327206,1.73493641458e-05,1.73493641458e-05,1.7641973784e-05,2.16882102889e-06,2.1309966245e-06,2.1309966245e-06,2.13723164385e-06,2.11245439739e-06,2.16882102889e-06,2.18165316951e-06,2.11245439739e-06,2.24755466053e-06,2.19459952948e-06,2.18811198757e-06,2.13723164385e-06,2.20111596579e-06,2.20111596579e-06,2.23413762288e-06
'Y',0.00631912932501,0.0146769317303,4.37592714956e-06,4.35767822904e-06,4.35767822904e-06,0.00629262462209,4.33954321968e-06,4.33954321968e-06,4.39429093721e-06,4.35767822904e-06,4.43136698809e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.35767822904e-06,1.7641973784e-05,4.33954321968e-06,4.37592714956e-06,4.37592714956e-06,4.35767822904e-06,1.7641973784e-05,0.982685334582,0.0208365863391,1.7641973784e-05,2.16882102889e-06,2.1309966245e-06,2.1309966245e-06,2.13723164385e-06,2.11245439739e-06,2.16882102889e-06,2.18165316951e-06,2.11245439739e-06,2.24755466053e-06,2.19459952948e-06,2.18811198757e-06,2.13723164385e-06,2.20111596579e-06,2.20111596579e-06,2.23413762288e-06
'W',0.012633827283,0.00838870139914,4.37592714956e-06,4.35767822904e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.33954321968e-06,4.39429093721e-06,0.00209168554994,4.43136698809e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.35767822904e-06,0.029409170298,0.00208732028867,4.37592714956e-06,4.37592714956e-06,0.00417901342165,1.7641973784e-05,1.73493641458e-05,0.936883013238,1.7641973784e-05,2.16882102889e-06,2.1309966245e-06,2.1309966245e-06,2.13723164385e-06,2.11245439739e-06,2.16882102889e-06,2.18165316951e-06,2.11245439739e-06,2.24755466053e-06,2.19459952948e-06,2.18811198757e-06,2.13723164385e-06,2.20111596579e-06,2.20111596579e-06,2.23413762288e-06
'ZH',4.43136698809e-06,0.00210047106799,4.37592714956e-06,0.00417901342165,4.35767822904e-06,0.00629262462209,0.0729086656339,0.00208732028867,4.39429093721e-06,0.00209168554994,4.43136698809e-06,0.00209168554994,0.00419654784504,4.33954321968e-06,0.0125283249085,1.7641973784e-05,4.33954321968e-06,4.37592714956e-06,4.37592714956e-06,4.35767822904e-06,0.00841522149498,1.73493641458e-05,1.73493641458e-05,0.772594957924,2.16882102889e-06,2.1309966245e-06,2.1309966245e-06,2.13723164385e-06,2.11245439739e-06,2.16882102889e-06,2.18165316951e-06,2.11245439739e-06,2.24755466053e-06,2.19459952948e-06,2.18811198757e-06,2.13723164385e-06,2.20111596579e-06,2.20111596579e-06,2.23413762288e-06
'IH1',4.43136698809e-06,4.39429093721e-06,4.37592714956e-06,4.35767822904e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.33954321968e-06,4.39429093721e-06,4.35767822904e-06,4.43136698809e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.35767822904e-06,1.7641973784e-05,4.33954321968e-06,4.37592714956e-06,4.37592714956e-06,4.35767822904e-06,1.7641973784e-05,1.73493641458e-05,1.73493641458e-05,1.7641973784e-05,0.87327144964,0.0452538443179,0.0277370520645,0.0701717265626,0.0014554810798,0.0265094994361,2.18165316951e-06,0.00290884970521,0.00300048547181,0.00148354928193,2.18811198757e-06,2.13723164385e-06,2.20111596579e-06,0.00148575327691,2.23413762288e-06
'IY1',4.43136698809e-06,4.39429093721e-06,4.37592714956e-06,4.35767822904e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.33954321968e-06,4.39429093721e-06,4.35767822904e-06,4.43136698809e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.35767822904e-06,1.7641973784e-05,4.33954321968e-06,4.37592714956e-06,4.37592714956e-06,4.35767822904e-06,1.7641973784e-05,1.73493641458e-05,1.73493641458e-05,1.7641973784e-05,0.019146352043,0.900657199359,0.0204383886256,0.00292587012043,2.11245439739e-06,0.00736531621411,0.00147916084892,0.00436221833061,2.24755466053e-06,0.00296490396432,2.18811198757e-06,2.13723164385e-06,0.00148575327691,0.00148575327691,2.23413762288e-06
'EY1',4.43136698809e-06,4.39429093721e-06,4.37592714956e-06,4.35767822904e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.33954321968e-06,4.39429093721e-06,4.35767822904e-06,4.43136698809e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.35767822904e-06,1.7641973784e-05,4.33954321968e-06,4.37592714956e-06,4.37592714956e-06,4.35767822904e-06,1.7641973784e-05,1.73493641458e-05,1.73493641458e-05,1.7641973784e-05,0.01178320465,2.1309966245e-06,0.891898803232,0.00438773656483,2.11245439739e-06,0.0324000173506,0.0443115575258,2.11245439739e-06,0.00449960443038,0.00148354928193,2.18811198757e-06,2.13723164385e-06,0.0044528575988,0.00741996192069,0.0224218051832
'AY1',4.43136698809e-06,4.39429093721e-06,4.37592714956e-06,4.35767822904e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.33954321968e-06,4.39429093721e-06,4.35767822904e-06,4.43136698809e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.35767822904e-06,1.7641973784e-05,4.33954321968e-06,4.37592714956e-06,4.37592714956e-06,4.35767822904e-06,1.7641973784e-05,1.73493641458e-05,1.73493641458e-05,1.7641973784e-05,0.00294742777826,0.00438132905997,0.00292159637219,0.904897466312,2.11245439739e-06,0.00147479829964,0.00147916084892,2.11245439739e-06,0.00449960443038,0.00296490396432,2.18811198757e-06,0.00146400367604,0.00296930543786,0.0044528575988,0.00299151027703
'OY1',4.43136698809e-06,4.39429093721e-06,4.37592714956e-06,4.35767822904e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.33954321968e-06,4.39429093721e-06,4.35767822904e-06,4.43136698809e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.35767822904e-06,1.7641973784e-05,4.33954321968e-06,4.37592714956e-06,4.37592714956e-06,4.35767822904e-06,1.7641973784e-05,1.73493641458e-05,1.73493641458e-05,1.7641973784e-05,0.00147479829964,2.1309966245e-06,2.1309966245e-06,0.00146400367604,0.946145087593,2.16882102889e-06,2.18165316951e-06,2.11245439739e-06,0.0104960802647,0.00889032269391,0.0177521525552,0.00584960300922,0.00741996192069,0.00148575327691,2.23413762288e-06
'EH1',4.43136698809e-06,4.39429093721e-06,4.37592714956e-06,4.35767822904e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.33954321968e-06,4.39429093721e-06,4.35767822904e-06,4.43136698809e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.35767822904e-06,1.7641973784e-05,4.33954321968e-06,4.37592714956e-06,4.37592714956e-06,4.35767822904e-06,1.7641973784e-05,1.73493641458e-05,1.73493641458e-05,1.7641973784e-05,0.0647978658801,0.037955180879,0.0204383886256,0.00292587012043,2.11245439739e-06,0.827619935803,0.0723741622452,0.0116290614576,0.00749784234753,0.00148354928193,0.0118354977408,2.13723164385e-06,0.00148575327691,0.0148377227254,0.00448614834674
'AE1',4.43136698809e-06,4.39429093721e-06,4.37592714956e-06,4.35767822904e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.33954321968e-06,4.39429093721e-06,4.35767822904e-06,4.43136698809e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.35767822904e-06,1.7641973784e-05,4.33954321968e-06,4.37592714956e-06,4.37592714956e-06,4.35767822904e-06,1.7641973784e-05,1.73493641458e-05,1.73493641458e-05,1.7641973784e-05,2.16882102889e-06,2.1309966245e-06,0.0321162501279,2.13723164385e-06,2.11245439739e-06,0.0824694196235,0.8536961568,2.11245439739e-06,0.00150136651323,2.19459952948e-06,0.00443967922278,2.13723164385e-06,0.0356074529787,0.0593442875538,0.118078641644
'ER1',4.43136698809e-06,4.39429093721e-06,4.37592714956e-06,4.35767822904e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.33954321968e-06,4.39429093721e-06,4.35767822904e-06,4.43136698809e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.35767822904e-06,1.7641973784e-05,4.33954321968e-06,4.37592714956e-06,4.37592714956e-06,4.35767822904e-06,1.7641973784e-05,1.73493641458e-05,1.73493641458e-05,1.7641973784e-05,0.0176737225644,0.0116799924989,0.00438132905997,0.00877333589801,2.11245439739e-06,0.00883794569272,0.00738707763195,0.97230572285,0.0104960802647,0.00148354928193,0.00148135181559,0.00292587012043,0.00296930543786,0.0118706184035,0.00897006255585
'UH1',4.43136698809e-06,4.39429093721e-06,4.37592714956e-06,4.35767822904e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.33954321968e-06,4.39429093721e-06,4.35767822904e-06,4.43136698809e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.35767822904e-06,1.7641973784e-05,4.33954321968e-06,4.37592714956e-06,4.37592714956e-06,4.35767822904e-06,1.7641973784e-05,1.73493641458e-05,1.73493641458e-05,1.7641973784e-05,2.16882102889e-06,2.1309966245e-06,2.1309966245e-06,2.13723164385e-06,0.00872232420683,2.16882102889e-06,2.18165316951e-06,0.00436221833061,0.685099611623,0.124435987921,0.00148135181559,0.0204682674532,0.0044528575988,0.00593640975975,2.23413762288e-06
'UW1',4.43136698809e-06,4.39429093721e-06,4.37592714956e-06,4.35767822904e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.33954321968e-06,4.39429093721e-06,4.35767822904e-06,4.43136698809e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.35767822904e-06,1.7641973784e-05,4.33954321968e-06,4.37592714956e-06,4.37592714956e-06,4.35767822904e-06,1.7641973784e-05,1.73493641458e-05,1.73493641458e-05,1.7641973784e-05,0.00147479829964,2.1309966245e-06,2.1309966245e-06,2.13723164385e-06,0.00436221833061,2.16882102889e-06,2.18165316951e-06,2.11245439739e-06,0.058467886939,0.801415077777,0.00443967922278,0.0204682674532,0.00148575327691,2.20111596579e-06,2.23413762288e-06
'AW1',4.43136698809e-06,4.39429093721e-06,4.37592714956e-06,4.35767822904e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.33954321968e-06,4.39429093721e-06,4.35767822904e-06,4.43136698809e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.35767822904e-06,1.7641973784e-05,4.33954321968e-06,4.37592714956e-06,4.37592714956e-06,4.35767822904e-06,1.7641973784e-05,1.73493641458e-05,1.73493641458e-05,1.7641973784e-05,2.16882102889e-06,2.1309966245e-06,2.1309966245e-06,2.13723164385e-06,0.0261627477117,2.16882102889e-06,0.0088640568277,2.11245439739e-06,0.0119951992232,0.0222225148355,0.86235462731,0.0204682674532,0.0163212748864,0.0118706184035,0.0104647006256
'OW1',4.43136698809e-06,4.39429093721e-06,4.37592714956e-06,4.35767822904e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.33954321968e-06,4.39429093721e-06,4.35767822904e-06,4.43136698809e-06,4.35767822904e-06,4.39429093721e-06,4.33954321968e-06,4.35767822904e-06,1.7641973784e-05,4.33954321968e-06,4.37592714956e-06,4.37592714956e-06,4.35767822904e-06,1.7641973784e-05,1.73493641458e-05,1.73493641458e-05,1.7641973784e-05,2.16882102889e-06,2.1309966245e-06,2.1309966245e-06,2.13723164385e-06,0.00726895558142,2.16882102889e-06,0.00147916084892,2.11245439739e-06,0.0149934371404,0.00592761332912,0.029585462184,0.903435599867,0.0044528575988,0.0044528575988,0.00448614834674
