'HeardPhone','P','B','T','D','K','G','JH','CH','F','V','TH','DH','S','Z','SH','HH','M','N','L','R','NG','Y','W','ZH','IH1','IY1','EY1','AY1','OY1','EH1','AE1','ER1','UH1','UW1','AW1','OW1','AO1','AH1','AA1'
'IY1',4.6842137313e-06,4.85071911911e-06,4.4689142326e-06,4.56489685616e-06,4.56489685616e-06,4.66400507444e-06,4.37592714956e-06,4.35767822904e-06,4.6842137313e-06,4.70455400828e-06,4.56489685616e-06,4.56489685616e-06,4.45008121398e-06,4.56489685616e-06,4.35767822904e-06,1.92222670742e-05,4.4689142326e-06,4.41277055799e-06,4.62397810084e-06,4.48786705143e-06,1.77910617706e-05,1.80949623625e-05,1.80949623625e-05,1.73493641458e-05,0.0117485985339,0.876034046589,0.0308819109115,2.13723164385e-06,0.00146400367604,0.00595408116947,2.16244737144e-06,0.00437494024031,0.00151043657076,0.0369812807019,0.00293445523397,0.00148135181559,2.18811198757e-06,2.16882102889e-06,2.22084036599e-06
'EY1',4.6842137313e-06,4.85071911911e-06,4.4689142326e-06,4.56489685616e-06,4.56489685616e-06,4.66400507444e-06,4.37592714956e-06,4.35767822904e-06,4.6842137313e-06,4.70455400828e-06,4.56489685616e-06,4.56489685616e-06,4.45008121398e-06,4.56489685616e-06,4.35767822904e-06,1.92222670742e-05,4.4689142326e-06,4.41277055799e-06,4.62397810084e-06,4.48786705143e-06,1.77910617706e-05,1.80949623625e-05,1.80949623625e-05,1.73493641458e-05,0.00587537731781,0.00147697635315,0.841107692042,0.0146208016756,0.00292587012043,0.0238096819693,0.0382342319744,2.12478884911e-06,2.27475387163e-06,0.00148135181559,0.00146830250901,2.18811198757e-06,0.00591884292638,0.00589268673549,0.011923691925
'AY1',4.6842137313e-06,4.85071911911e-06,4.4689142326e-06,4.56489685616e-06,4.56489685616e-06,4.66400507444e-06,4.37592714956e-06,4.35767822904e-06,4.6842137313e-06,4.70455400828e-06,4.56489685616e-06,4.56489685616e-06,4.45008121398e-06,4.56489685616e-06,4.35767822904e-06,1.92222670742e-05,4.4689142326e-06,4.41277055799e-06,4.62397810084e-06,4.48786705143e-06,1.77910617706e-05,1.80949623625e-05,1.80949623625e-05,1.73493641458e-05,0.0044070720138,0.00590137974389,0.00588401929768,0.899050000534,0.00146400367604,0.00297814770284,0.00294309087253,2.12478884911e-06,0.00301859838765,0.00148135181559,2.14978405419e-06,2.18811198757e-06,0.00296051551918,0.00589268673549,0.00447277249711
'OY1',4.6842137313e-06,4.85071911911e-06,4.4689142326e-06,4.56489685616e-06,4.56489685616e-06,4.66400507444e-06,4.37592714956e-06,4.35767822904e-06,4.6842137313e-06,4.70455400828e-06,4.56489685616e-06,4.56489685616e-06,4.45008121398e-06,4.56489685616e-06,4.35767822904e-06,1.92222670742e-05,4.4689142326e-06,4.41277055799e-06,4.62397810084e-06,4.48786705143e-06,1.77910617706e-05,1.80949623625e-05,1.80949623625e-05,1.73493641458e-05,2.156101768e-06,2.17522290597e-06,2.16244737144e-06,0.00292587012043,0.929749195867,2.21423621029e-06,0.00147262665995,2.12478884911e-06,0.0165920547397,0.00739800662998,0.0131975243087,0.0236688073696,0.0103563340372,0.00147479829964,2.22084036599e-06
'EH1',4.6842137313e-06,4.85071911911e-06,4.4689142326e-06,4.56489685616e-06,4.56489685616e-06,4.66400507444e-06,4.37592714956e-06,4.35767822904e-06,4.6842137313e-06,4.70455400828e-06,4.56489685616e-06,4.56489685616e-06,4.45008121398e-06,4.56489685616e-06,4.35767822904e-06,1.92222670742e-05,4.4689142326e-06,4.41277055799e-06,4.62397810084e-06,4.48786705143e-06,1.77910617706e-05,1.80949623625e-05,1.80949623625e-05,1.73493641458e-05,0.0939736955584,0.0324478000883,0.0323523751241,0.00146400367604,0.00146400367604,0.806480183693,0.0823481583517,0.0131205711432,0.00301859838765,0.00443967922278,0.0146636770336,0.00148135181559,2.18811198757e-06,0.01178320465,0.0059629563827
'AE1',4.6842137313e-06,4.85071911911e-06,4.4689142326e-06,4.56489685616e-06,4.56489685616e-06,4.66400507444e-06,4.37592714956e-06,4.35767822904e-06,4.6842137313e-06,4.70455400828e-06,4.56489685616e-06,4.56489685616e-06,4.45008121398e-06,4.56489685616e-06,4.35767822904e-06,1.92222670742e-05,4.4689142326e-06,4.41277055799e-06,4.62397810084e-06,4.48786705143e-06,1.77910617706e-05,1.80949623625e-05,1.80949623625e-05,1.73493641458e-05,0.00587537731781,2.17522290597e-06,0.0426456246121,2.13723164385e-06,2.13723164385e-06,0.0580329168355,0.814639336215,2.12478884911e-06,2.27475387163e-06,2.18811198757e-06,0.00586676068389,2.18811198757e-06,0.0162729888516,0.0368179057864,0.0923936217465
'ER1',4.6842137313e-06,4.85071911911e-06,4.4689142326e-06,4.56489685616e-06,4.56489685616e-06,4.66400507444e-06,4.37592714956e-06,4.35767822904e-06,4.6842137313e-06,4.70455400828e-06,4.56489685616e-06,4.56489685616e-06,4.45008121398e-06,4.56489685616e-06,4.35767822904e-06,1.92222670742e-05,4.4689142326e-06,4.41277055799e-06,4.62397810084e-06,4.48786705143e-06,1.77910617706e-05,1.80949623625e-05,1.80949623625e-05,1.73493641458e-05,0.00881198792583,0.0191745899161,0.00588401929768,0.00292587012043,2.13723164385e-06,0.0163698483027,0.011765876148,0.969309549863,0.00452676020455,0.00591884292638,0.00440060795893,0.00148135181559,2.18811198757e-06,0.0147284636072,0.00894332415386
'UH1',4.6842137313e-06,4.85071911911e-06,4.4689142326e-06,4.56489685616e-06,4.56489685616e-06,4.66400507444e-06,4.37592714956e-06,4.35767822904e-06,4.6842137313e-06,4.70455400828e-06,4.56489685616e-06,4.56489685616e-06,4.45008121398e-06,4.56489685616e-06,4.35767822904e-06,1.92222670742e-05,4.4689142326e-06,4.41277055799e-06,4.62397810084e-06,4.48786705143e-06,1.77910617706e-05,1.80949623625e-05,1.80949623625e-05,1.73493641458e-05,0.00147046140578,0.00147697635315,0.00147262665995,2.13723164385e-06,0.00731146945362,0.00149018096953,2.16244737144e-06,2.12478884911e-06,0.684707739623,0.131647757732,0.00440060795893,0.0458562629235,0.00887717033358,0.0103105751713,0.00149240472595
'UW1',4.6842137313e-06,4.85071911911e-06,4.4689142326e-06,4.56489685616e-06,4.56489685616e-06,4.66400507444e-06,4.37592714956e-06,4.35767822904e-06,4.6842137313e-06,4.70455400828e-06,4.56489685616e-06,4.56489685616e-06,4.45008121398e-06,4.56489685616e-06,4.35767822904e-06,1.92222670742e-05,4.4689142326e-06,4.41277055799e-06,4.62397810084e-06,4.48786705143e-06,1.77910617706e-05,1.80949623625e-05,1.80949623625e-05,1.73493641458e-05,0.00734368262182,0.0162249876556,2.16244737144e-06,2.13723164385e-06,0.00292587012043,2.21423621029e-06,0.00147262665995,2.12478884911e-06,0.0482634528944,0.736625712504,0.00146830250901,0.0369812807019,2.18811198757e-06,0.00147479829964,2.22084036599e-06
'AW1',4.6842137313e-06,4.85071911911e-06,4.4689142326e-06,4.56489685616e-06,4.56489685616e-06,4.66400507444e-06,4.37592714956e-06,4.35767822904e-06,4.6842137313e-06,4.70455400828e-06,4.56489685616e-06,4.56489685616e-06,4.45008121398e-06,4.56489685616e-06,4.35767822904e-06,1.92222670742e-05,4.4689142326e-06,4.41277055799e-06,4.62397810084e-06,4.48786705143e-06,1.77910617706e-05,1.80949623625e-05,1.80949623625e-05,1.73493641458e-05,0.00147046140578,0.00147697635315,0.00147262665995,0.00146400367604,0.0263157332307,0.00149018096953,0.0235295898486,2.12478884911e-06,0.0105594074721,0.022189643666,0.826912286661,0.022189643666,0.00887717033358,0.0220916110003,0.0104335080394
'OW1',4.6842137313e-06,4.85071911911e-06,4.4689142326e-06,4.56489685616e-06,4.56489685616e-06,4.66400507444e-06,4.37592714956e-06,4.35767822904e-06,4.6842137313e-06,4.70455400828e-06,4.56489685616e-06,4.56489685616e-06,4.45008121398e-06,4.56489685616e-06,4.35767822904e-06,1.92222670742e-05,4.4689142326e-06,4.41277055799e-06,4.62397810084e-06,4.48786705143e-06,1.77910617706e-05,1.80949623625e-05,1.80949623625e-05,1.73493641458e-05,0.00147046140578,2.17522290597e-06,0.00147262665995,0.00146400367604,0.0131589352312,2.21423621029e-06,2.16244737144e-06,2.12478884911e-06,0.00754308383833,0.0103563340372,0.0542498006075,0.817979716202,0.0236688073696,0.0103105751713,0.00745314026828
'AO1',4.6842137313e-06,4.85071911911e-06,4.4689142326e-06,4.56489685616e-06,4.56489685616e-06,4.66400507444e-06,4.37592714956e-06,4.35767822904e-06,4.6842137313e-06,4.70455400828e-06,4.56489685616e-06,4.56489685616e-06,4.45008121398e-06,4.56489685616e-06,4.35767822904e-06,1.92222670742e-05,4.4689142326e-06,4.41277055799e-06,4.62397810084e-06,4.48786705143e-06,1.77910617706e-05,1.80949623625e-05,1.80949623625e-05,1.73493641458e-05,0.00147046140578,0.0029517774834,2.16244737144e-06,0.00146400367604,0.00731146945362,0.0119059481027,0.011765876148,0.00145972993934,0.0135757311059,0.0103563340372,0.0439867315328,0.00739800662998,0.575396868812,0.0986683438883,0.275686239673
